ratings,text
4,This card has EZ-Reload enabled on it with no convenience fee for EZ-Reload auto top-up transactions.  
4,"You might think that SMRT is the source of all your problems, but that doesn’t mean you should refuse to sign up for the Citibank SMRT Card out of spite. Its name might make it sound like a glorified EZ-Link card, but it’s actually one of the better cashback credit cards available right now."
4,"When you get the card, it will automatically have EZ-Reload enabled on it. There’s no convenience fee for EZ-Reload auto top-up transactions, and you can get up to 1.7% or 2% (if you hit the min. spend of $300) in rebates. It’s not great lah, but we’ll take what we can get."
5,This card is useful for transport and easily auto credit to your card and you do not need to worry about insufficient credit 
4,Signed up this card to get the $200 lazada voucher promo. Using this card for the following purposes: - my primary EZ-Link card as it gives cashback - when buying MacDonald  - when I have maxed out my DBS live fresh credit card cap for online spending
4,"Used to be can exchange the SMRT$ (rebate) for vouchers to top up the EZ-Link card, but they stopped that. Now only can use to exchange other kind of vouchers like Giant, Popular.  But lately I noticed that they allow exchanging of the rebate for cash rebate. Which to me is the best, compared to exchanging for vouchers at shops that I don’t want to shop at. The cash rebate has to be done thru SMS. See their product page for the exact details!"
4,Good card to use as ezlink reload. No extra charge for reloading. A good card for groceries shopping as well. I always carry this card with me whereever I go.
4,Great everyday card to use with low minimum spend. Great for those starting out. Auto ez load function could use some tweaking to make changing the auto load amount easiler 
2,2% cashback on ez-link expenses. But its cashback is in SMRT$ and can be redeemed in unit of $5 or $10 only.
4,Pros: Really like the rebate even if we do not meet the minimum spending of $300.   Good for Ez-link reload as a transport card. **Take note to change the Ezlink reload to $40/$50 instead of the initial $30 when you successfully applied for the card to enjoy maximum rebate. **  Con: not sure about what constitutes the online transaction portion. Dining is mainly for fast-food and coffee. Groceries need to be above transaction spending of $50
5,Used this card mainly for public transport as I can't drive.  Convenience fee wavier for EZ-Reload Auto Top-up transactions.  Up to 2% rebate for EZ-Reload Auto Top-up.  Highly recommended for public transport goers!
2,"Card feature was actually above average. Used it for daily commute and some misc spending.  Then posb everyday card came, and enhanced the features.   2 star because of the poor customer service "
4,"I have recently graduated and since I don't spend more than $500 on my expenses in a month, with the cashback I think its really better than POSB Everyday card. I use it as my ezlink card and get cashback from movies, online shopping and food. Of course, for those who spend more than $500 a month and travel frequently may not find this to be the best card. I am really satisfied with it at this point of time :) Just note there's a maximum cashback of like $20 a month if you fulfil some criteria."
2,Good for Ez-link rebates but is difficult to get a card waiver as the bank is not really flexible and make it very troublesome. I have cancelled the card.
2,"It's a card that I have always wanted to try due to the higher rebate on public transport (something that most credit cards do not offer) and grocery spending.  However, their response is quite slow. And it's not for those who just started off on their new job or in transition to a new job because they require you to produce your employment letter (in full, not just the first page) in order to apply."
4,"A great card especially for groceries shopping which you can get 2.7% if spend less than $50, 4.7% if more than $50. For movies wise, you can get 4.7% at cinemas, for food wise you can get 4.7% for most fast food chain and finally for public transportation, you can get 1.7% if u top up more than $30. It's a much more valued added card for me as it's relevant to my daily lifestyle."
2,"Looks good only, claim to be 4.7% for things like fast food. However you need to spending above $50 dollars for a single transaction for the rebbate to be 4.7%, else it would be downgraded to 2.7 %.  Sure it gives 1.7% on transport - ezlink. Thats probably about as good as it gets. "
4,Use it daily as my ez-link. Zero auto reload fees. Great for buying groceries (read: Beer) at NTUC. Only gripe I have is that it no longer offers SMRT vouchers you can exchange the reward points for (totally removes the point of it being a co-branded cc). Back to 5 stars once this will be available again.
4,"I like that it gives decent rewards for minimal usage. I use this card mainly for its 2% ez-link rebate and 10%+5% rebates at Starbucks (10% as Citi Rebate in your card with minimum $10, and 5% SMRT rebate for cafes). I can redeem $10 GIant/Sheng SIong vouchers easily after a few months, (more if you add supermarkets or online). Good for small spenders (and gives pretty practical rewards too). One part to improve is the redemption process (have to log in through PC to redeem, and go to location to exchange letter mailed to voucher)."
4,"Used for about 2 years, mainly for transport and Starbucks. Applied for it together with the Rewards card after i started working.  Quite shiok to have some money back on transport because it's otherwise a cost that i take as sunk.   Looking at earlier reviews, it seems that they have increased the benefits since i applied for it. Might be worth it if you're ok with citibank.  For me I've decided to consolidate my cards rather than pick from a stack depending on merchants so this was one of the cards i decided to do without. Doesnt help also that their customer svc is not the most helpful. I needed to make three calls over one month to finally get my fee waivers. "
5,"The Smrt card is a very good card for a few hidden reasons   I use it mainly for transport and Starbucks top up with gives 10% Citi rebates   You really do not have to hit the min spend monthly and the SMRT rebates add up over the months enough for you to redeem a 10 off a EZtop up   If you do decide to go for the full perks which is pretty good  5% savings* on groceries (7.3% for FairPrice Xtra Kallang Wave) 5% savings* on fast food, movies and coffee 3% savings* on online shopping Redeem your SMRT$ for cash rebate or vouchers No convenience fee charge for EZ-Reload Auto Top-up transactions "
5,"I feel that there is a misconception about this card. Personally this card suits people who just started out using credit card without having to worry about minimum spend. Even though there is technically $300 minimum spend, the additional rebates u get is only like 0.3% extra. For groceries u get 2.7% if spend less than $50, 4.7% if more than $50 and they cover they 3 major supermarkets which are fairprice, giant and sheng siong. For movies u get 4.7% for 4 cinema which are GV, Cathay, Shaw and Filmgarde, for food u get 4.7% for most fast food chain like KFC and Macs. There also ez link auto reload which i feel is very convenient to use as an ezlink card and u get 1.7% if u top up more than $30. There are also more rebates but i feel they are not as attractive if compared to other cards. Of course, there are downside which is the rebate is in the form of SMRT$ where SMRT$ = $1 but it easy to redeem using SMS and there a cap of $600 redemption per year.  TLDR:  If you are a light spender and using the card for groceries, movies, fast food and ez link without having to worry about minimum spend consider applying for this card. And the card is not particular about exclusion to hit the spending requirements.  Please do not rate a card lowly, it just shows u did not research the card for your use case properly."
5,"Yays  1. This card is actually a hidden gem for those who don't spend alot. The $300 minimum spend is a decoy, because it only means that you get 0.3% less in rebate. The fact that you get SMRT$ in lieu of cash is also a red herring, because you can easily convert your SMRT$ to cash via a quick sms.  2. 1.7% - 2% rebate for public transport  3. 2.7% - 5% rebate for groceries  4. Rebates for S&C charges, telcomm, online spend. A pretty comprehensive card that offers rebates in places that few other cards go.   Nay  1. Its a little tricky keeping all of the different rebates % in mind. Especially when you can't remember which retailer attracts rebates, and how much.    "
3,"The only strength the Citi Ez-link card has is its 2% rebate on transport. However, given that one is unlikely able to spend $300 on public transport travel easily per month, it has to be paired with other categories of expenditure. The best option is groceries and movies which has a 5% rebate. However, other cards have better rebates for movies and groceries with little requirement for min spend.  Given the complexity to pair public transport expense and grocery shopping to get the best out of the card, the Citibank SMRT card can be given a miss. There are better cards out there to suit a financially savvy Singaporean expenditure."
4,"A good mile-buying opportunity for 40,000 miles at SGD 488 (for HSBC Premier clients). The unlimited priority pass for both the principal and supplementary cardholder(s) makes this card worth the fee alone -- provided there are supplementary cardholder(s) to share the benefits with and that it will be heavily utilized. Similarly, the departure airport limo service is a plus point and the meet-and-assist can be helpful at overly crowded airports without Fast-Track/ABTC/Diplomatic lines. For HSBC Premier clients, receiving 4 of each benefit upon registration and an additional of each service for every block of SGD 2,000 spent in a month (up to 24 a year) is another worthy benefit of this card -- though the services can only be utilized by the principal cardholder only. This card is overshadowed by its mediocre mile earn rate of 1.0 mpd for local spend and 2.0 mpd for overseas spend, that is superseded by non-fee cards such as the PrviMiles.   Bottom Line: If you are both a HSBC Premier client and a frequent traveller that can maximize the number of priority pass visits, limo and meet-and-assist services (and your supplementary cardholders are too), then this is the card for you. The reduced general mile earn rate is worth the trade-off for the unlimited priority pass memberships, as well as the high number of limo and meet-and-assist services that you can use. "
1,"So-so card for air miles.  However HSBC cards have one good benefit in which they are able to purchase discounted Golden Village movie tickets at a rate far better than any other bank's credit cards or rebates. This is the only plus point of this HSBC credit card.  Otherwise, this card is a hit and run for me. Sign up for only its sign up gift (and perhaps for discounted GV tickets)"
5,Prompt in reply to email enquiries and online renewal application. Online account management is easy to use. Highly recommended! 
5,I had first decided to take up iswitch when it started launching in Jurong. Their promo is the attractive at that point of time. Fast response from them and solving my problem immediately. Good customer service. They had also given me alternative and suggestion on my problem.   Thank you so much!
4,"I was comparing all the Fixed Rate (24mths plan) across all retailers when it started to open up to the area in Jurong and found iSwitch to have the most competitive plan. The application was smooth and easy. Their service staffs were very attentive to your enquires. The staffs are very flexible in their approach. Billing was e-statements which were sent to my email promptly.  So far, so good! Have not encountered any issues thus far. "
5,"Very good customer service, the person handling my questions is very patience and know what to propose to me on the queries i have."
5,It was easy to sign up. The customer service agent was friendly and helpful. 
4,"I was comparing all the Fixed Rate (24mths plan) across all retailers back in Jul/Aug 2018 and found iSwitch to have the most competitive plan. The application was smooth and easy. Billing was e-statements which was sent to my email promptly. They do allow credit card payments thru their website (whether this would earn points/cashback/miles is dependent on the credit card i guess). So far, so good! Have not encountered any issues thus far. "
1,"I would give it a zero star if there was one. The customer service was horrible and the advertising was misleading, intentionally leaving out the monthly service fees from the published rate only to hide it in the fine prints. Why is there a need to hide this if the company is transparent. I also dare not leave my one-month deposit with them (remember the shared bicycles?). They will charge you $100 when you realize about the service fees and want to cancel even on the same day. It is unfair to the elderly and less privileged. I really hope the authorities will step-in because we don't need such companies preying and lurking among us in a market that is supposed to be transparent and fair competition."
1,"Extremely horrible experience with the sales staff.  When the consumer didn't furnished the staff with the Utility account number even the Sms reminder is sent to consumer. That's mean the consumer is still considering, he/she may not wish to sign up with them. However  a confirmation of sign-up is received via SMS and threatening consumer that termination fee will be enforced if he/she cancel the sign-up.  This is a most Forceful/Evil selling technique/attitude that I ever encountered for my 59 years on earth."
5,"The best price in town, coupled with fuss free signing. These are the most important factors to any consumers. Thumbsup!"
5,"Good service through out account changing, new meter installation and billing. Their customer services officer are very resourceful and all the infos you need are at their finger tip. Recommended for others to use their service. "
5,"I've signed up with Iswitch since March and have saved significant amount per month. My giro payment mode activated before my first bill is out. Iswitch provides fast, efficient and friendly service as always. "
5,Competitive pricing + hassle-free & seamless experience! Commendable efforts for promptness in assisting me with my queries - Thank You Alvin Tan! =)
5,"Unrefusable rates, quality service, ideal value added services and other package compliments. Most essentially, a team that truly cares.   Thank you iSwitch.    "
5,"Easy to switch online, the process was surprisingly quick! Wanted to check on the payment options so I sent a message on facebook and got a reply straight away! "
1,Hidden cost? Service fee: $4.95 per month (Exc. GST); $5.297 per month (Inc. GST)  Only notice this after comparing a few. Did not think that it will hide it cost like this unlike other electrical provider.
1,"Worst company. Misleading with clauses that are obviously out to take advantage of the consumer. Rate will return to 5% when consumer continues plan, and they purposely left out the option not to auto renew contact. The onus is own your own to chase them to change plan or change to another subscription from another provider. If you will be stuck for another 2-3 years, and force to pay termination fees if you find out when it is too late."
1,"Totally unethical, i signed up at first thinking it was the cheapest and decided for a 2 years contract! However found out that there is a monthly service fee of $5.  And if i would to terminate now it would cost me $100."
1,"At first I thought it was the cheapest rate. Yet there's a monthly fee that was hidden in the fact sheet page 2 section C last line:   ""Service fee: $4.95 per month (Exc. GST); $5.297 per month (Inc. GST)""  Add up this fee will make it cost more than all other brand.   Most people don't know because it's not obvious in their website and they purposely hide it in fact sheet one small section only.   So don't ever get from this company. They are not transparent about the true cost.  So which one is best or most transparent of their price ? Read my review and choice here : https://seedly.sg/reviews/electricity-market/ohm-electricity?rid=3232#reviews&utm_source=review_share&utm_medium=internal"
1,"I haven't even started to use ISwitch and already have a bad impression of them.  One of the sales reps at the booth signed us up saying we would take advantage of a 30% promotion.  We get a call from customer service a few weeks later saying your region does not have coverage and even if it does by May , we can't provide the promotion by then.  This company doesn't even know where its coverage is, misled us, and then actually has the nerve to not even give us the promotion.  This is very typical of Singapore's poor customer service. If they cared about their customer, they would apologise for their mistake and offer the promotion when it comes to our region."
4,Is there a plan which helps us more savings to take.I have a plan to sign up.Please sugest.  What makes benefit when switch your electricity from SP to Iswitch?  Since SP is the main power supplies- How there is a cost saving in Iswitch.
1,"when i was about to apply,, i talk in their 2 different agents to make sure the early termination due to relocation in or out of singapore,,.  both of them showed me a contract from their Tablets,, that i can do early termination due to relocation without penalty as long i need to show some documents..   but when i received the contract,, they OPT that clause..   and now,, even transferring the account to the new owner of the premisses,, they said Early Termination Costs may apply depending on your contract."
5,Competitive price and online portal is easy to use. Happy to renew contract for anther 24 months. Done so for my the other contract too.
4,"Smooth transition from SP Power to them, but I hope they would reply to some queries at a quicker pace. But any OEM retailer is more enticing than SP! "
5,"Signed up with iSwitch today after comparing between Keppel Electric, Geneco, Ohm and Tuas Power!!!!!!!!!!!!!  "
5,Overall Fast process to apply. Saving about 30% of the electricity bill. Recommend this service provider 
1,My bills aren't necessarily lower than usual before the switch so I think consumers should do more homework on which company they want to sign up for. 
5,"It was very simple and easy to sign up my account with I Switch online. I enjoyed huge savings on my electricity bills and have a very positive experience with I Switch. Have recommended a few friends to sign up with I Switch and so far, they are happy with my recommendations."
5,"The electricity market can be quite daunting at first especially there are so many to compare. In my opinion, the friendliness of the sales staff and their patience is the most important, and for that I Switch is fantastic! Highly recommended!   "
5,"I chosed ""Chope"" the Rate 24 month plan. Pretty reanable, saved a lot of money especially SP rate raised again this quater. Feel like this plan saved more than the Super Save Discount plan."
5,I have switched for 3-4 months already. No hassle so far and the rates are good! The self service portal or app is very simple to use. Supports recurring card payment or Giro too. :)
5,"iSwitch has helped me to have significant savings in my monthly electricity bills. Everybody should switch to iSwitch and not stay with SP Services regulated tariff rate that is expensive with no discount at all. iSwitch has e-billing, they email and send SMS to me, informing me that my bills are ready. I  could even login to their customer service portal and mobile app to view my bills and pay online with credit cards. Their available payment options includes AXS (Kiosk stations, mobile app, portal) , GIRO and recurring credit card with POSB Everyday card giving 1% cash rebate and up to 5% rebate for using UOB One card. iSwitch is my Electricity retailer of choice for sure! Kudos to iSwitch team!"
5,"The pricing is very good and cheapest in the market. But at first when I start my contract, i was not able to register for online portal. Keep pressing forget password but didn’t send email to me. Then I sent email to customer service. A staff kevin tell me need to have online presence then can login. Then I realised I didn’t register for an account that’s why haha! Very fast response time from customer service team. Keep it up guys!! I will recommend more friends and family to iSwitch! "
5,I like how they are the largest green retailer in singapore. Their prices and customer service is good as well.
5,"To be honest, reaching them via their hotline is a challenge as they are so very popular in the market. However, my frustration was eventually enveloped by their warm and down to earth customer service. Customer service is often lacking in Singapore so am very pleasantly surprised by their welcoming and sincere approach. There was this officer called Uni that sounded very hyper and energetic. Thank you for resolving my matter! Thumbs up! :)"
5,"Made the switch earlier on. The breakdown of the plans were explained clearly to me, including the service fees, early termination formula & cancellation charges. Made the switch then, and never looked back"
5,Excellent customer service team and fuss free payment modes!! queries promptly responded to!! will definitely recommend to my friends!!!
5,Quick and easy sign up process... Best rate in town and save almost 50% of my utility bill monthly..
5,I chose iSwitch for my home plan after reviewing the prices where iSwitch offered the best rates. Their customer service was very helpful when answering questions as well. Would definitely recommend to my friends  
5,"Signed up with iSwitch for my home electricity plan and have never looked back since. Best decision ever made. Awesome Customer Service Team, very responsive and with dedicated personnel to attend to all my queries! Keep up the good work!"
5,"Friendly agents, friendly customer service staff. Excellent prices as well! Fuss free correspondence via email and sms. Props to iSwitch for saving the Earth!"
5,"Did some research and got myself the plan with service fee. Cust svc was very upfront about the fees,not a exactly a hidden charge that some of the other reviews implies. Plus, the $5.00 fee becomes negliable for larger consumer like me and rates actually do work out to be the lowest in singapore.  Then there is the free aircon service and insurance. Aircon was helpful. Dont care much for the insurance though. Still, free stuff is never a bad thing. "
5,I signed up for my home plan thru iSwitch. I got the best price and savings in town. I get to pay thru my credit card and get cash back rebates too.
5,"With all the options out there, iSwitch made it easiest for me to switch. Great savings and perks!  Most valuable though, since I am renting my place, iSwitch gave me the peace of mind knowing that i can transfer my account to another home if I were to move at a waived cost. "
5,The iswitch team has been fantastic. The switch was quick and simple and now I'm saving heaps on my electricity bill.
5,Cheapest rates in the market with great free stuff and local customer service.  Also green energy instead of polluting Genco.
5,"The switch is hassle-free and their self-service app is easy to use too! Not only you will get the best saving, but also saving the environment as well. 10/10 would recommend."
5,"Changed my electricity plan earlier this year and I would definitely recommend all to do so, have already referred few of my family & friends to sign up with iSwitch as their referral rate is quite attractive. Signing up was fuss-free and as easy as ABC. The agents were also very helpful and knowledgeable! "
5,"Is important to note iSwitch purchases UN certified carbon credits when you sign up online, lets all contribute to a sustainable future."
5,Easy to switch. Customer service very helpful in changing payment method. Savings are worth the switch. Recommend. 
1,Please have a rating for 0 star. my bill is even more expensive the SP after the swap. thanks to the 'admin fee' I'll mark the date and be sure to jump out when the contract ends. Dont get con guys!
1,How do I receive my benefits after signing up? I try to contact the sales peronale but he doesn't even reply. So unprofessional!
5,Customer service shows great patience and provides instant assistance when making query on the online portal. Overall experience is good.
5,I like the service and also the price is  most competitive plan to me.  The customer service is very friendly and prompt response for any enquiries. I will give 5 BIG STAR to I SWITCH.  
5,I like the service and also the price is  most competitive plan to me.  The customer service is very friendly and prompt response for any enquiries. I will give 5 BIG STAR to I SWITCH.  Linda Soh Lee Lee 
5,Hassle free experience and platform is user-friendly. Staff is very prompt to enquiries and feedback . Thumbs up.
5,Their price is competitive but most importantly the service and whole process was seamless and hasslefree. They answered my questions very patiently as well. Appreciate :)
5,"Love the ipromo plan! We get upfront savings of 400++ which is the price of the iPad and discount on electricity bill on a monthly basis, I think it’s a pretty sweet deal if you are looking for cool gadget give always. I would definitely recommend this plan to my friends and family.  "
5,Kristal is a great platform and well managed. They adapt well to the market and as a result manage to balance portfolios very well. I would definitely recommend Kristal. 
5,"Kristal.AI is highly professional. They prove that results speak louder than promises. Personally, for me, it has been the best experience for investment of my hard-earned savings! Well done Kristal team! Keep it up! "
5,"A very innovative and simple way to manage what seems like complex investment strategies.  Easy for a novice like myself to start investing in bonds and ETFs with no experience and no existing trading accounts.  The Kristal concept is great, it transparently shows you what your bundled investment unit is made up of how it is performing and you choose which ones to try out and can change them at anytime. Low to no fees, no creepy 'Financial advisors', just smart facts, figures, simplicity and full control. Great for beginners and experts alike!"
5,"Very easy to use, low fees and EXCELENT customer service. You can select yourself between the available ETFs or let their Roboadvisor AI to propose a ETF package based on your targets and risks you are willing to take. Highly recommended! "
4,Strong network and was connected to the local roaming data provider within a minute. Hope it can support countries in the near future.
5,"Used to be on a singtel 2 year contract plan, switched to circle, and went back to GOMO Singtel.   Usage Behaviour 1. Mostly Chat and Consume Instagram (Stories / Post) 2. Some Games (Daily 30 mins - 1 hr) 3. Youtube videos (1 hr daily) 4. Sometimes use as a hotspot (around 5 hrs per month), even to watch video ; )  Reason because  - it is one of the cheapest - $20 (no bullshit additional charges) - fits my usage - 10G B a month - 95% Network availability as compared to circles where the availability is much lesser - Speed is much faster than Circles   Improvements: 1. On the overseas plan, I think $10 for 3GB for 10 days is ok.  However, most of the time i dont travel too long especially for business trip. If it can be by day basis, eg $2 perday it will be much better.   2. Also there's certain countries not available yet like VN.  Sometimes network stability in other countries like TH is not so stable.    "
5,"Pros: - Data, calls and sms are more than enough. I don't need to start finding wifi here and there, not even at home, nothing to worry. - Visiting abroad on short trip is hassel free, Top up for $10 is super smooth and you are online without worry. - $20 with taxes is pretty reasonable. - You get Singtel connectivity which is best in class. - Web-interface is quite good. - Auto top up is a good option, better than remembering to pay bill every month.  Cons: - This is still a pre-paid, not for you if you wanna a post-paid.  Recommended if you are  - online always, socially active,  - watch movies online occassionally and listen to the music.  - not enough for online gamers."
5,"$20 for 20GB per month, with the same network coverage as a Singtel mobile customer. Worth it! Application was hassle free!"
5,"Amazing plan! Network connection is stable, and it provides me with more than enough data allowance (20GB). I also like that Caller ID is free, cuz it might not be so across all telcos. Sign up was easy, and delivery was free. Would definitely recommend this to friends."
3,"i have tried GOMO and GIGA while i was a current Circles.Life user.  I did not mind paying $30/month for CL as it had quality roaming options.  Also it had a loyalty bonus, but sadly what made me left was that they discontinued it and thus i can't justify paying more (than GOMO or GIGA) for the lesser data. Back to GOMO, i ended up settling with GIGA which cost $5 more per month just because of the app. I have to switch off wifi every single time, which was frustrating."
5,"Ported over from Singtel and it took a few hours (take note that porting from other Telcos will be longer up to 4 days)   Upon delivery (2pm), used my existing SIM card until it was de-activated around 5pm. Switched SIM Cards then and it was activated around 10pm later (had to restart my phone, so perhaps it was earlier)   Other than the downtime in between the porting, felt no difference (Network operator shows Singtel also) so everything is good :)   Totally recommend for value & cost-effectiveness. ($20 per month is awesome!) I would say M1's $25 plan for 30GB is the next best thing as there are some flexible options for travellers but I personally don't need that extra data and I hardly travel :( "
5,Offers the best value for one's monies. Monthly 20GB data + 200 mins talktime + 200 SMSes for S$20.00 p/m; aptly and adequately. A happy Patron.
4,"Switched to Gomo from M1:  Overall : Good!   1. 4G connections and speed indeed better than the rest of telco!  2. Price is good, no frills. Plan details also sufficient abeit not the best package offer in the market currrently. 3. Of course no frills means don't expect much, the apps written is like from a beginner, just personal details and account usage. Nothing else! Go see Circle life app, you'll find a kindergarden vs PHD.   My guess is they just gonna keep it lean, not gonna maintain much resources to take care of this new MNVO for reason known :) "
5,"Gomo is not-surprisingly good as it rides on the Singtel network and I am not regretting the decision! I was on starhub no contract plan ($25) 3 months in and decided to switch to Gomo to save that $5 more! the only drawback is that I am not reachable overseas as it does not support roaming (I think) but we usually have data overseas, so not an issue for me. "
4,"i switched to Gomo in July 19. Highlights: - SingTel network, coverage and quality is pretty good; - Competitive price; - Seamless port over; Lowlights: - I don't know what else I can do with the mobile app other than checking data balance. Learn something from Circles please..."
3,Application and delivery of sim was easy and smoothly handled. Network coverage not good at some places like basements. 
1,"This is the worse travel SIM card I have. I have no network most of the time and trying to hard to connect everyday in Japan. And I can’t even find a real human to speak with to solve my problem now!  My husband and I travel together, what are the chances that we take turn not to have network? He can have 4G and I have no network? I don’t get it!   "
4,"Pros: - $20 no frills. Comes with more than enough data, minutes and text for the average user without having to worry about contract plan. - Service is decent, hardly much problems with the coverage - Easy to change over, done in less than 2 days. - New roaming service is useful. - Still the cheapest plan other than first year for circles at $18.   Cons: - App is bare basic, limited features.  Recommended if you dont need that much data. Giga has rollover but its still 5 dollars a month more."
1,"I tried to order a sim card from GOMO service. So it was a mistake that cost me 20$. So after I proceed my payment via my bank and successfully sent money to them, I didn't get any confirmation or something else.  Support said that I can wait 3-4 weeks for refund.  So I decided to try another sim card and I hope I will get my money back."
1,"GOMO is cheap, but the service is super poor. Don't go to apply for gomo anymore, otherwise your cancellation request is a nightmare. Two months, three different customer service promised to cancel subscripiton, but they just came to appease you, the money is monthly deducted, all are perfunctory."
3,It’s quite a good plan for student or new to workplace adult as it really cheap and affordable plan.
5,After staying with M1 for more then 10years finally decided to transfer to another telco as M1 base plan @ $25 + $5 for caller id is expensive for my usage of 10gb/month.   Decided to transfer to Gomo after using seedly sim-only comparison tool and signed up with Gomo on Wed. Simcard was delivered on Thursday and i also did a transfer of ownership on Thursday. Received sms that port-in was schedule on Sat 2am.  Overall take around 4 days from signup till service port-in and activated. i was expecting the port-in to fail as i had just transfer the ownership of the phoneline to myself just a day before so was kinda surprise that it went thru.   I'm expecting service/signal quality to be good compare to M1 as i travel to work on purple line. M1 reception is very bad in the purple line tunnel with frequent disconnection. 
5,"I've been using GOMO for the past 7-8 months now and I've had no problems with it. The coverage by Singtel has been solid thus far, previously when I was under M1, I had issues with connectivity in the MRT but now I no longer encounter that. Also, for the cost of $20 per month, where I normally only use data and not really use the calling feature, it's been a great plan for me thus far. It really depends on the usage of each user."
5,"I have use GOMO for 3 months now and I love it. The port in took less than a week. The plan is really simple, just 20 dollars for 20GB. If you need more then top up $10 for 10GB. "
2,Was initially with Starhub but moved over to M1 for the family plan (Multi-Service Saver) but mad regrets because it has such poor connection... and I only have 6gb a month 😭
5,M1's 100GB tourist card is one of the best to use. Connection is stable and data is generous. Recommended to every visiting friend in Singapore.
5,"Only posting here because the latest 30 GB plan is lit. But, connection is somehow still not as strong as Singtel & Starhub. "
2,"Network connection isn't 100% reliable. Generally, lots of hidden fees and plans are very expensive. Bills usually come in with higher payments than expected. "
3,Pros: - competitive price - data mostly 4G than 3G in most area - Free calls for 3 X M1 number of family and friends saves a lot for calling love one  Cons: - No data connection 2 to 3 stations up and down Serangoon MRT (REALLY BAD!!!) -  not much rewards  - rigid on recontract of data Sim that comes with Fibre broadband(must show original IC)   Overall OK. 
5,"I have been using a mobile line from M1 since year 2002 .  M1 has recently launched a new SIM-only no-contract plan that costs $25 per month and comes with: - 30GB mobile data - 1000 minutes of outgoing calls - free incoming calls - 1000 SMSes - unlimited free calls to 3 M1 numbers - unlimited music streaming on Spotify  Pros: - Generous amount of mobile data, talk-time and SMSes for that price. - Can appoint family members' mobile lines for the free calls to 3 M1 numbers  Cons - Need to pay additional $5.35 per month for Caller Number Display after the free 3-month/6-month promotion. - No use of Spotify  Overall, I would still stick to M1 with this new SIM-only plan, as I like the option of subscribing to Data Passport that allows using of mobile data overseas without having to change SIM Card and without having to incur higher data charges."
4,"Used M1 for a decade, switched my whole family into M1 and joined the Multi Saver plan. Save quite a lot of money!  https://www.m1.com.sg/personal/bundles%20and%20promotions/bundlesstatic"
4,"I'm on their old data-only 12-months plan, $20 for 5GB+10GB data, 100+800 outgoing minutes and 100 SMS.  Pro 1: Cheap price Current plans may seem more worth it (1GB for $1, for example) but to me, this is the best deal I can get because 15GB is way more than sufficient for my use. I rather save the $5 per month than spend it on data that I know I won't be using.  Pro 2: Loyalty is rewarded Unlike other brands, M1 has some form of benefits if you're loyal. You can appoint up to 3 M1 numbers where you can make unlimited free outgoing calls to. This is great for families and couples who love talking on the phone. Some ""Sun points"" are awarded, which you can accumulate to offset your bills at some point of time.  Pro 3: Data Passport Generally cheaper to pay and use data passport for first world countries. And it's a good-to-have option.  Pro 4: Cheapest supplementary plan I've gotten my mom the supplementary plan, meaning she shares my data, call minutes and SMS. It's cheaper than what other telco offers and I know, people say that just a few more dollars, she can have a plan on her own. But hey, a dollar is a dollar. Over 12 months, that's $12, let alone some savings of $36 here.  Con 1: Disrupted network The 4G network is generally smooth and good although there are some specks of weak data spots here and there, even when above ground. This is something I can never fathom how it can still happen when Singapore is so small and our data network should have been ironed out well even during 3G days.  Con 2: Loyalty is rewarded BUT could be better It's good that they award ""Sun points"" but you'll probably also realise that they're almost non-existent. It takes forever to accumulate them into something useful so in a way, this is a useless benefit unless you're on an expensive plan or have the entire family using M1 plans under your name (i.e. on the same bill)."
5,"I ported over from Zero1 to M1. They have introduced bigger data plans prior to the entry of the Singapore fourth telco, TPG. In addition, they offered free caller ID, waived off the registration fee & SIM card fees.  I have chose to sign up for the mySIM(3) 20 plan with 12 months contract. This plan is only $20, with 5GB data + 10 GB data (for 12 months). They have recently introduced this similar plan (3GB + 12GB) without contract. I feel that this is the most value for money plan for me at the moment.  I would definitely recommend everyone to use it! "
4,"Overall, it is good but there is one very important downside to this. Sometimes, especially around the town area, reception is very bad and will lose the signal. This only happens for people using M1 as their mobile provider. This also only happens for M1 as another person standing beside me using Singtel or Starhub can have full signal while I have zero."
3,"Was with M1 for 4 years before switching out to Starhub. The main reason I switched out was probably the same as others, that there isn't enough data and M1 doesn't really have a loyalty programme. They're relatively cheap though, just that I was forever struggling with my 3GB of data (Upsized it to 5GB but still struggle).  There're some issues accessing data underground (esp on MRT trains), as with Starhub though. "
4,I was on circles when m1 got onto the sim only price war. So I got the one year contract. Circles was slow to react. So far so good. More than enough data. Only complaint is that 4g is not available at aljunied mrt area. Also it'll be good if m1 introduces roaming passports like other telcos.
4,"Plan: Lite+ (Student plan)  As my family uses M1 too, I am able to get a significant discount on my plan so it is worth it if most of our family members are using M1 too.  Pros: - Connection is quite stable - Customer Service is relatively efficient - The M1 app can be used to do a variety of things such as checking your billing, data usage and it is easy to use!  Cons: - Connection can be quite weak and unstable underground, especially when in the MRT, at certain stations"
